open,high,low,close,volume
2.3207,2.3438,2.3161,2.3394,1089563.33
2.3394,2.3418,2.316,2.3197,1300139.39
2.3197,2.3239,2.294,2.2985,1614551.84
2.2985,2.3014,2.2409,2.2498,3820177.56
2.2498,2.2642,2.2465,2.2548,2664208.43
2.2548,2.2562,2.2255,2.2383,2738341.18
2.2383,2.2424,2.1656,2.1693,5177778.92
2.1693,2.2118,2.1681,2.211,5041174.07
2.211,2.2198,2.1729,2.1854,3616852.56
2.1854,2.1977,2.1322,2.1351,5903415.65
2.1351,2.1618,2.1019,2.1056,4567315.89
2.1056,2.1452,2.0833,2.125,5968078.65
2.125,2.1798,2.1155,2.1631,3185048.95
2.1631,2.2045,2.157,2.1934,4380396.05
2.1934,2.2008,2.1625,2.1676,3861078.74
2.1676,2.1686,2.1282,2.1334,4868865.73
2.1334,2.1561,2.1178,2.1388,4000861.16
2.1388,2.1758,2.0871,2.1656,4657398.6
2.1656,2.1966,2.1502,2.1687,3888549.1
2.1687,2.2023,2.1615,2.1825,2553475.34
2.1825,2.1861,2.1619,2.1703,1977428.22
2.1703,2.1968,2.1683,2.1951,1399411.41
2.1951,2.2038,2.1866,2.1944,2239103.25
2.1944,2.1986,2.1687,2.1793,2263432.35
2.1793,2.1939,2.1582,2.1842,3083303.7
2.1842,2.1859,2.1298,2.1373,3681914.06
2.1373,2.2607,2.1366,2.1827,9158621.47
2.1827,2.1927,2.1507,2.1801,2883622.19
2.1801,2.2201,2.1754,2.2135,3147518.66
2.2135,2.226,2.1889,2.2048,4364013.08
2.2048,2.2095,2.1437,2.1514,5449295.16
2.1514,2.1514,2.0669,2.0935,10830970.33
2.0935,2.1524,2.0846,2.1185,6546857.45
2.1185,2.1283,2.076,2.092,2548753.79
2.092,2.1113,2.0206,2.0503,8453521.34
2.0503,2.0873,1.9939,1.9995,5544085.59
1.9995,2.0956,1.9921,2.0755,7684751.32
2.0755,2.0888,2.0446,2.0746,3157178.12
2.0746,2.0916,2.06,2.0726,2580687.67
2.0726,2.0836,2.0258,2.048,2536248.43
2.048,2.0608,2.0126,2.0212,3102443.01
2.0212,2.0494,1.8986,1.9543,21857694.63
1.9543,2.0268,1.9039,2.0265,14541218.62
2.0265,2.0639,2.0137,2.035,6049671.52
2.035,2.0649,2.0317,2.0466,2257071.39
2.0466,2.085,2.0411,2.0734,3012528.4
2.0734,2.13,2.0691,2.1006,5994991.44
2.1006,2.1239,2.0806,2.0836,2867637.69
2.0836,2.1114,2.0814,2.0944,2977199.4
2.0944,2.137,2.0897,2.1204,3999435.26
2.1204,2.149,2.1187,2.1279,3108020.01
2.1279,2.1538,2.124,2.1474,1565117.27
2.1474,2.164,2.1269,2.156,1717312.45
2.156,2.1609,2.1,2.1113,3337903.16
2.1113,2.1552,2.0842,2.1133,8146626.71
2.1133,2.1296,2.056,2.0766,8963069.74
2.0766,2.1442,2.073,2.1348,4028791.71
2.1348,2.1454,2.1072,2.1249,2124476.54
2.1249,2.1269,2.0789,2.1006,2359564.59
2.1006,2.1997,2.0993,2.1818,6728370.92
2.1818,2.2135,2.1746,2.208,3002680.07
2.208,2.2104,2.1764,2.1919,1884970.15
2.1919,2.2104,2.1821,2.1942,1604379.38
2.1942,2.2046,2.1865,2.1946,860025.43
2.1946,2.1963,2.1631,2.1712,1445814.36
2.1712,2.1981,2.1603,2.1804,1810704.94
2.1804,2.2464,2.1773,2.229,2733282.8
2.229,2.2448,2.1895,2.1964,2725389.67
2.1964,2.2094,2.1658,2.168,2118773.61
2.168,2.1696,2.1431,2.1583,2210362.23
2.1583,2.1871,2.1561,2.1823,2621611.38
2.1823,2.1859,2.1452,2.1601,2860678.63
2.1601,2.1941,2.1587,2.1883,1730265.49
2.1883,2.2371,2.185,2.2225,4179402.78
2.2225,2.2321,2.1906,2.2032,3777824.07
2.2032,2.2085,2.1679,2.1792,2038203.93
2.1792,2.215,2.179,2.214,1118930.38
2.214,2.2769,2.1957,2.2513,11961326.34
2.2513,2.2599,2.1772,2.1891,4679253.58
2.1891,2.1978,2.1523,2.1674,4172178.41
2.1674,2.2348,2.1329,2.2038,12837283.93
2.2038,2.2545,2.188,2.2004,11547289.95
2.2004,2.2358,2.197,2.2072,4852397.01
2.2072,2.2454,2.2041,2.2325,2920936.04
2.2325,2.2469,2.2197,2.2384,3703579.77
2.2384,2.2427,2.2227,2.2295,1555530.43
2.2295,2.2405,2.2122,2.2203,1467866.75
2.2203,2.2396,2.2182,2.2295,1049362.28
2.2295,2.2432,2.2211,2.2395,1162223.38
2.2395,2.2525,2.2262,2.2332,2438573.11
2.2332,2.2563,2.2276,2.2497,1347343.3
2.2497,2.2587,2.2338,2.235,1108072.74
2.235,2.2514,2.2321,2.241,820387.7
2.241,2.2463,2.221,2.2294,1084940.91
2.2294,2.2542,2.2285,2.2349,1825991.95
2.2349,2.2382,2.2179,2.2293,1076695.86
2.2293,2.2421,2.2237,2.2342,1425321.24
2.2342,2.2445,2.2138,2.2323,1637240.62
2.2323,2.289,2.2322,2.2807,3437965.17
2.2807,2.2814,2.2507,2.2691,2208304.45
2.2691,2.2841,2.2593,2.2838,1582101.08
2.2838,2.3439,2.2752,2.2935,8927265.84
2.2935,2.3468,2.2742,2.2838,7722904.21
2.2838,2.3366,2.2769,2.32,6082958.38
2.32,2.3271,2.277,2.2875,5883462.09
2.2875,2.3086,2.2554,2.2711,4119409.44
2.2711,2.2734,2.2151,2.2219,5131726.07
2.2219,2.2736,2.2199,2.2627,3843500.06
2.2627,2.2652,2.2291,2.2379,2066014.43
2.2379,2.2598,2.2188,2.2215,1203231.17
2.2215,2.2376,2.2182,2.2376,1206071.57
2.2376,2.2687,2.2323,2.2676,1137070.23
2.2676,2.2759,2.2445,2.2524,1311819.3
2.2524,2.2749,2.237,2.2646,1648194.9
2.2646,2.2777,2.2538,2.2664,759320.12
2.2664,2.3019,2.2615,2.2953,2475753.19
2.2953,2.2957,2.2782,2.2912,1945285.75
2.2912,2.2989,2.2864,2.2938,1603576.2
2.2938,2.3095,2.2874,2.3012,2174192.61
2.3012,2.3145,2.2802,2.287,3780523.88
2.287,2.3051,2.2803,2.2943,2132432.74
2.2943,2.3204,2.2907,2.3086,4492737.48
2.3086,2.3259,2.3053,2.3137,1738748.06
2.3137,2.3325,2.305,2.322,1740661.27
2.322,2.3238,2.31,2.3168,1503370.59
2.3168,2.3208,2.2967,2.3068,1492597.9
2.3068,2.3482,2.3016,2.3355,4196082.74
2.3355,2.3422,2.3089,2.3333,5470272.61
2.3333,2.3893,2.3329,2.3584,7183416.39
2.3584,2.3679,2.3419,2.3678,2626021.24
2.3678,2.3722,2.3385,2.3465,1114184.28
2.3465,2.3571,2.3362,2.349,1361955.88
2.349,2.3636,2.3434,2.3553,1175026.4
2.3553,2.3583,2.3319,2.3476,1286022.94
2.3476,2.354,2.3326,2.3534,934631.96
2.3534,2.3726,2.3451,2.3688,1026789.21
2.3688,2.369,2.353,2.3561,1472241.68
2.3561,2.3883,2.3524,2.3803,2469907.85
2.3803,2.3987,2.377,2.3907,1108456.67
2.3907,2.4112,2.3835,2.4038,3149404.17
2.4038,2.4307,2.4002,2.4249,2735153.35
2.4249,2.4751,2.4246,2.4651,3739257.13
2.4651,2.4676,2.4268,2.4268,1833911.6
2.4268,2.4412,2.4119,2.4171,1529290.68
2.4171,2.4207,2.3735,2.3928,3285127.16
2.3928,2.4184,2.3862,2.4124,2046793.59
2.4124,2.4124,2.3975,2.4114,1128320.61
2.4114,2.413,2.3982,2.4092,888865.11
2.4092,2.4256,2.4019,2.4251,1102811.9
2.4251,2.4418,2.4149,2.427,1572770.59
2.427,2.4539,2.4269,2.4459,1385853.14
2.4459,2.4459,2.4134,2.4233,1959383.3
2.4233,2.4382,2.4205,2.426,876279.07
2.426,2.4282,2.408,2.4112,809951.72
2.4112,2.4211,2.4086,2.4184,702899.16
2.4184,2.4215,2.3935,2.4066,1313940.79
2.4066,2.4068,2.3945,2.4018,2873473.71
2.4018,2.4182,2.4006,2.411,741700.65
2.411,2.4186,2.4099,2.4138,1026576.16
2.4138,2.417,2.3962,2.4028,481298.32
2.4028,2.4033,2.3824,2.3915,910081.15
2.3915,2.4071,2.378,2.4034,1067198.23
2.4034,2.4109,2.3771,2.3796,729204.73
2.3796,2.3832,2.3629,2.3711,1722312.15
2.3711,2.386,2.3683,2.3825,671356.48
2.3825,2.3938,2.3807,2.3848,931909.2
2.3848,2.3937,2.3809,2.3925,726861.87
2.3925,2.3958,2.3876,2.3891,493712.47
2.3891,2.3898,2.368,2.3813,1415489.91
2.3813,2.3854,2.3711,2.3776,1424064.42
2.3776,2.3781,2.3375,2.3514,2427514.6
2.3514,2.3596,2.342,2.3484,1064261.72
2.3484,2.3504,2.2874,2.298,5753352.15
2.298,2.3225,2.2959,2.3066,2189818.2
2.3066,2.3209,2.2682,2.2758,4329716.84
2.2758,2.3031,2.2727,2.3023,1900982.36
2.3023,2.3073,2.283,2.296,1466233.09
2.296,2.3524,2.294,2.3173,4786620.19
2.3173,2.3317,2.3072,2.3206,1792996.7
2.3206,2.3347,2.3103,2.3205,1367392.19
2.3205,2.3207,2.2843,2.2949,1814295.67
2.2949,2.3125,2.2931,2.3095,658592.07
2.3095,2.321,2.2981,2.3047,1476465.32
2.3047,2.3121,2.2851,2.2903,1236458.67
2.2903,2.306,2.2829,2.2943,972122.15
2.2943,2.3379,2.2919,2.3289,1434743.11
2.3289,2.3451,2.3177,2.3363,1445166.83
2.3363,2.3461,2.3317,2.3421,646963.51
2.3421,2.358,2.3415,2.355,1012963.92
2.355,2.3696,2.3493,2.3528,1406219.7
2.3528,2.3529,2.3281,2.3284,1463011.6
2.3284,2.3375,2.307,2.3291,2480525.77
2.3291,2.344,2.3278,2.3362,1199404.38
2.3362,2.3537,2.3203,2.3465,1915629.45
2.3465,2.3555,2.3407,2.3482,1427894.1
2.3482,2.3498,2.3298,2.3309,1323449.25
2.3309,2.3442,2.3238,2.3384,851263.04
2.3384,2.3662,2.3313,2.3327,4599321.32
2.3327,2.3457,2.3179,2.3242,2572601.22
2.3242,2.3353,2.3056,2.3223,3300837.27
2.3223,2.3524,2.3116,2.345,2221937.31
2.345,2.356,2.3301,2.3421,2321462.02
2.3421,2.3605,2.3392,2.3559,2540901.2
2.3559,2.3787,2.3471,2.3737,1801480.5
2.3737,2.3781,2.3593,2.3602,1083468.22
2.3602,2.363,2.3445,2.3488,1954964.58
2.3488,2.357,2.337,2.3421,938027.04
2.3421,2.3502,2.3373,2.348,606363.33
2.348,2.348,2.3346,2.3382,522183.58
2.3382,2.3399,2.314,2.3233,1576090.77
2.3233,2.3299,2.2806,2.2916,2199790.1
2.2916,2.308,2.2888,2.2995,1422132.08
2.2995,2.2995,2.2747,2.286,1607141.21
2.286,2.2959,2.2764,2.2812,3627198.17
2.2812,2.3013,2.2803,2.2895,1701390.88
2.2895,2.2924,2.2431,2.2532,3486350.65
2.2532,2.2898,2.2514,2.2896,2725781.64
2.2896,2.3052,2.2849,2.2951,1045868.23
2.2951,2.2983,2.2738,2.2768,1375550.25
2.2768,2.2844,2.2654,2.2726,1758243.45
2.2726,2.2762,2.26,2.262,1406983.16
2.262,2.2682,2.2458,2.2481,2132698.03
2.2481,2.26,2.2239,2.2348,3717777.5
2.2348,2.2643,2.2309,2.2587,2365974.52
2.2587,2.2587,2.2336,2.2371,2405875.81
2.2371,2.2542,2.2329,2.2445,1004721.51
2.2445,2.2467,2.2227,2.2296,1733650.59
2.2296,2.2504,2.2269,2.2468,895971.72
2.2468,2.2662,2.2451,2.2629,1006210.54
2.2629,2.269,2.2505,2.2582,633501.44
2.2582,2.2671,2.2539,2.2624,1363754.48
2.2624,2.2846,2.2584,2.2808,1261041.91
2.2808,2.2947,2.2808,2.2854,881033.62
2.2854,2.308,2.2801,2.2912,2740558.67
2.2912,2.292,2.2695,2.2698,1108721.24
2.2698,2.2819,2.2654,2.2815,495604.03
2.2815,2.2972,2.2777,2.2951,774942.31
2.2951,2.2973,2.2858,2.2916,1044804.22
2.2916,2.3016,2.2913,2.2991,1695586.82
2.2991,2.3047,2.2823,2.2888,2119672.97
2.2888,2.3031,2.283,2.2928,1336318.75
2.2928,2.313,2.2928,2.3091,2503727.87
2.3091,2.3163,2.305,2.3132,3715599.13
2.3132,2.3359,2.3101,2.3115,2656466.69
2.3115,2.3488,2.3074,2.3365,3919187.11
2.3365,2.3409,2.3178,2.3274,3463157.88
2.3274,2.5894,2.3216,2.5221,67618950.27
2.5221,2.5808,2.487,2.5396,21154707.42
2.5396,2.5807,2.5251,2.5549,8702509.52
2.5549,2.5673,2.5023,2.5158,7010943.09
2.5158,2.5317,2.4686,2.4913,5167834.32
2.4913,2.5308,2.4521,2.5141,13808535.13
2.5141,2.54,2.4731,2.488,7242532.86
2.488,2.5171,2.4763,2.4896,3205684.57
2.4896,2.52,2.4881,2.5047,2352049.65
2.5047,2.5709,2.5046,2.531,5106754.5
2.531,2.5577,2.531,2.5469,1997300.67
2.5469,2.564,2.4976,2.5052,4915486.92
2.5052,2.5174,2.4872,2.4963,2157633.17
2.4963,2.4992,2.4785,2.4947,1355452.86
2.4947,2.4968,2.4819,2.4856,1049892.48
2.4856,2.4876,2.4535,2.4652,2074820.0
2.4652,2.4706,2.4311,2.4493,2561338.4
2.4493,2.4645,2.444,2.4532,1077993.65
2.4532,2.4706,2.4439,2.4641,1405240.39
2.4641,2.5184,2.4639,2.5107,3347070.59
2.5107,2.5181,2.4867,2.5122,2448412.62
2.5122,2.5174,2.4675,2.479,3042112.17
2.479,2.4933,2.4685,2.4911,1147181.32
2.4911,2.501,2.4768,2.4941,1092213.98
2.4941,2.5091,2.4758,2.5009,2018366.31
2.5009,2.5188,2.4926,2.4995,1912516.59
2.4995,2.5015,2.4374,2.4389,4989327.09
2.4389,2.4571,2.3888,2.4025,5326250.46
2.4025,2.4317,2.4005,2.4261,2356539.37
2.4261,2.4485,2.4245,2.4303,2134385.67
2.4303,2.4421,2.4189,2.436,1272511.46
2.436,2.4548,2.4357,2.4459,1071447.02
2.4459,2.4492,2.4285,2.4385,797818.71
2.4385,2.4428,2.4186,2.4233,1109195.63
2.4233,2.4376,2.413,2.4364,973283.33
2.4364,2.4445,2.4219,2.4386,892300.32
2.4386,2.4644,2.4357,2.4617,1325804.54
2.4617,2.4671,2.4294,2.4336,2714938.64
2.4336,2.4349,2.4118,2.424,1814735.3
2.424,2.4357,2.4218,2.4257,1466300.89
2.4257,2.4267,2.4082,2.4202,1531456.65
2.4202,2.4203,2.3995,2.4068,1850531.48
2.4068,2.4135,2.3834,2.4084,3810611.13
2.4084,2.4173,2.3897,2.4075,2013053.99
2.4075,2.4203,2.3956,2.4053,1946905.91
2.4053,2.4057,2.3721,2.3884,1725962.74
2.3884,2.3915,2.3733,2.3886,1320433.03
2.3886,2.3991,2.3642,2.3684,1972230.62
2.3684,2.3863,2.3565,2.3834,2021817.27
2.3834,2.39,2.361,2.3868,2973192.39
2.3868,2.3902,2.3684,2.3722,1165373.82
2.3722,2.3981,2.362,2.3969,1844389.58
2.3969,2.4089,2.3875,2.4029,1075800.09
2.4029,2.4247,2.4009,2.4016,1760533.24
2.4016,2.4118,2.3952,2.4019,1091977.17
2.4019,2.4045,2.3923,2.402,383892.81
2.402,2.4157,2.394,2.3981,829091.25
2.3981,2.3982,2.3787,2.3876,982637.67
2.3876,2.3936,2.3747,2.3808,668041.1
2.3808,2.405,2.3731,2.3985,1303183.27
2.3985,2.4065,2.3833,2.3885,625153.26
2.3885,2.3961,2.3844,2.3903,360679.57
2.3903,2.3912,2.3808,2.3891,414908.4
2.3891,2.3997,2.3846,2.3975,602657.47
2.3975,2.4016,2.3899,2.3933,538809.71
2.3933,2.4057,2.3923,2.4031,667240.34
2.4031,2.4138,2.3994,2.4017,1161064.92
2.4017,2.4058,2.395,2.4044,763775.0
2.4044,2.4166,2.4011,2.4055,1000065.92
2.4055,2.4089,2.3955,2.3965,794453.88
2.3965,2.3982,2.3846,2.3937,1254507.66
2.3937,2.3968,2.3872,2.3943,626990.72
2.3943,2.3959,2.3774,2.3882,794893.04
2.3882,2.3882,2.3688,2.3702,946881.81
2.3702,2.3793,2.3667,2.3777,702063.83
2.3777,2.3872,2.3732,2.3843,880277.29
2.3843,2.3925,2.3805,2.3918,578463.21
2.3918,2.3931,2.3848,2.3878,348699.96
2.3878,2.3894,2.3785,2.3814,414391.63
2.3814,2.3841,2.3722,2.3722,465088.12
2.3722,2.3753,2.3591,2.3683,1358172.16
2.3683,2.376,2.3631,2.3655,507765.97
2.3655,2.3719,2.3592,2.371,672996.11
2.371,2.3798,2.3651,2.3754,735732.8
2.3754,2.3845,2.3692,2.3804,681559.92
2.3804,2.3884,2.3754,2.3865,724865.03
2.3865,2.3925,2.3829,2.3887,1050382.04
2.3887,2.391,2.3797,2.3815,576571.89
2.3815,2.3885,2.3774,2.3883,444361.55
2.3883,2.3938,2.3857,2.3918,589247.29
2.3918,2.4021,2.3912,2.3956,1416665.94
2.3956,2.3969,2.3894,2.3945,750663.9
2.3945,2.3997,2.3853,2.3874,935428.07
2.3874,2.3965,2.3849,2.3958,523716.71
2.3958,2.4281,2.3955,2.4053,1896979.99
2.4053,2.4115,2.3962,2.4026,785837.53
2.4026,2.42,2.3938,2.418,693344.23
2.418,2.4227,2.4063,2.4091,635391.59
2.4091,2.4197,2.4042,2.413,609604.96
2.413,2.4172,2.3946,2.4002,1282316.86
2.4002,2.4104,2.3936,2.3999,1465779.32
2.3999,2.4009,2.3858,2.3912,1016778.12
2.3912,2.4021,2.3871,2.3996,428863.56
2.3996,2.4088,2.3996,2.4015,454338.34
2.4015,2.4018,2.3873,2.401,1695373.31
2.401,2.4264,2.4002,2.4173,2236945.18
2.4173,2.4409,2.4173,2.4385,2760296.34
2.4385,2.4581,2.4246,2.4356,3043544.76
2.4356,2.4372,2.4134,2.4153,1487779.35
2.4153,2.436,2.4135,2.4316,1728893.61
2.4316,2.4551,2.4305,2.4432,2375611.97
2.4432,2.4588,2.4432,2.4516,1972696.62
2.4516,2.4694,2.4486,2.4523,2243210.86
2.4523,2.4674,2.4523,2.4569,1680067.84
2.4569,2.4648,2.4384,2.4436,1803739.03
2.4436,2.4689,2.443,2.4624,1902893.16
2.4624,2.4662,2.4531,2.463,1942393.19
2.463,2.4774,2.46,2.4702,1501039.01
2.4702,2.4712,2.4556,2.4594,1296325.14
2.4594,2.4609,2.4482,2.4544,1403077.63
2.4544,2.4596,2.442,2.457,1406260.59
2.457,2.5032,2.4547,2.468,3591153.32
2.468,2.4778,2.4604,2.474,868815.95
2.474,2.4754,2.4461,2.4589,1390750.95
2.4589,2.4748,2.4542,2.4687,1435492.17
2.4687,2.4769,2.4582,2.4743,1022066.04
2.4743,2.4759,2.462,2.4652,1253573.65
2.4652,2.477,2.455,2.4584,835090.44
2.4584,2.4686,2.4549,2.4586,907405.72
2.4586,2.4608,2.4455,2.4488,1339450.72
2.4488,2.4517,2.4246,2.4495,1804663.16
2.4495,2.4666,2.4422,2.4537,2503747.19
2.4537,2.4537,2.427,2.4371,1040722.63
2.4371,2.4378,2.422,2.4255,887558.09
2.4255,2.4306,2.4089,2.4141,1227212.28
2.4141,2.4253,2.4068,2.4252,1211843.57
2.4252,2.4325,2.4217,2.4301,886111.02
2.4301,2.435,2.4133,2.4145,1481261.47
2.4145,2.4266,2.4137,2.4224,1288819.02
2.4224,2.4365,2.4204,2.4333,857000.01
2.4333,2.4427,2.43,2.4396,1334662.0
2.4396,2.4476,2.433,2.443,772656.94
2.443,2.4499,2.4366,2.4445,811320.57
2.4445,2.4467,2.4295,2.4318,990550.35
2.4318,2.4576,2.4268,2.4402,1777141.31
2.4402,2.4547,2.4297,2.45,1707935.43
2.45,2.4558,2.435,2.4374,928883.45
2.4374,2.4441,2.4244,2.4313,1396932.68
2.4313,2.4781,2.4313,2.4638,2972916.22
2.4638,2.4749,2.4423,2.4521,2611604.78
2.4521,2.4625,2.4505,2.4592,892086.23
2.4592,2.4703,2.45,2.4518,1058785.84
2.4518,2.4616,2.442,2.4429,823312.72
2.4429,2.4471,2.4331,2.4439,997937.4
2.4439,2.4525,2.4368,2.4492,539517.86
2.4492,2.4576,2.4429,2.4547,738294.46
2.4547,2.4798,2.4538,2.4688,1553015.38
2.4688,2.4719,2.4396,2.4412,1660646.1
2.4412,2.451,2.4356,2.4385,771633.24
2.4385,2.4506,2.4359,2.4481,484352.09
2.4481,2.4589,2.4427,2.4558,1022667.05
2.4558,2.4571,2.4489,2.4552,1232752.51
2.4552,2.4706,2.4499,2.465,1517487.83
2.465,2.4724,2.4596,2.4637,1376691.37
2.4637,2.473,2.4585,2.4653,755628.12
2.4653,2.4691,2.4605,2.4633,792569.31
2.4633,2.4705,2.452,2.4571,1073382.09
2.4571,2.4594,2.444,2.4529,959081.02
2.4529,2.4529,2.4126,2.417,2972531.99
2.417,2.4297,2.3955,2.4092,5372380.38
2.4092,2.4172,2.4011,2.4053,1919558.4
2.4053,2.4134,2.3985,2.4024,1261578.26
2.4024,2.4058,2.3786,2.3891,1530794.87
2.3891,2.3931,2.368,2.3705,1561553.26
2.3705,2.3852,2.359,2.3718,2781351.37
2.3718,2.3884,2.3609,2.3818,1950002.63
2.3818,2.3838,2.3341,2.3633,2624137.78
2.3633,2.3636,2.3385,2.3434,2350266.27
