open,high,low,close,volume
0.7185,0.7262,0.7161,0.7246,2308034.04
0.7246,0.7274,0.7173,0.7199,1086870.04
0.7199,0.7255,0.7182,0.7234,1564639.89
0.7234,0.7303,0.721,0.7282,1151467.82
0.7282,0.7298,0.7242,0.7258,1140667.44
0.7258,0.7264,0.7173,0.7184,610877.6
0.7184,0.7225,0.7183,0.7196,286675.77
0.7196,0.7223,0.7182,0.72,268134.31
0.72,0.7206,0.7149,0.7176,621295.3
0.7176,0.7187,0.7094,0.7139,700488.01
0.7139,0.7154,0.7046,0.7067,1230911.54
0.7067,0.7114,0.7057,0.7081,822116.45
0.7081,0.7081,0.7026,0.7048,871575.18
0.7048,0.7079,0.7026,0.7041,677235.52
0.7041,0.7097,0.7041,0.7088,630124.77
0.7088,0.7103,0.6987,0.7007,1220023.13
0.7007,0.7094,0.6998,0.7086,835169.36
0.7086,0.7128,0.7066,0.7105,836897.03
0.7105,0.7123,0.7053,0.7059,717222.56
0.7059,0.7083,0.7023,0.7047,618529.34
0.7047,0.7057,0.7012,0.7018,754133.43
0.7018,0.7042,0.6992,0.7002,1101132.11
0.7002,0.7038,0.6818,0.6862,3117634.49
0.6862,0.6979,0.683,0.6956,2705656.55
0.6956,0.6956,0.6862,0.6873,1869693.37
0.6873,0.6937,0.685,0.689,1313022.95
0.689,0.6897,0.6819,0.6857,1487662.77
0.6857,0.694,0.685,0.6918,1164300.5
0.6918,0.6977,0.6911,0.6959,928770.43
0.6959,0.6971,0.6909,0.6941,633153.4
0.6941,0.695,0.691,0.6931,582387.15
0.6931,0.7005,0.6917,0.6991,683764.65
0.6991,0.7057,0.6991,0.7019,965524.22
0.7019,0.7103,0.6999,0.707,962142.83
0.707,0.7087,0.7013,0.7013,450393.56
0.7013,0.7056,0.7006,0.7053,664735.69
0.7053,0.7125,0.7035,0.7119,953358.25
0.7119,0.7124,0.7063,0.7081,688849.72
0.7081,0.7121,0.7079,0.711,587116.16
0.711,0.7118,0.7073,0.7095,1319881.86
0.7095,0.7126,0.7073,0.7083,744516.32
0.7083,0.7138,0.7082,0.713,659068.85
0.713,0.7169,0.7116,0.715,843655.12
0.715,0.7203,0.7136,0.7175,1987000.16
0.7175,0.7271,0.7155,0.7239,3988446.73
0.7239,0.7252,0.7163,0.7189,2288863.95
0.7189,0.7412,0.7165,0.7362,7805620.25
0.7362,0.7459,0.7308,0.74,4815565.13
0.74,0.7438,0.7363,0.7407,1577317.39
0.7407,0.7432,0.7298,0.7327,2457507.1
0.7327,0.7349,0.7215,0.7266,2562951.4
0.7266,0.7391,0.7189,0.7358,4686989.25
0.7358,0.7404,0.7275,0.7311,1991289.02
0.7311,0.7358,0.726,0.7279,3004328.63
0.7279,0.7347,0.7276,0.733,1003976.08
0.733,0.7428,0.733,0.7381,887418.87
0.7381,0.7468,0.7377,0.7436,2097081.96
0.7436,0.7471,0.732,0.7322,1199519.09
0.7322,0.7361,0.7289,0.7296,703897.78
0.7296,0.7345,0.7269,0.7331,456471.42
0.7331,0.7332,0.7295,0.7307,198149.86
0.7307,0.7311,0.7261,0.7292,1336783.48
0.7292,0.7296,0.7243,0.7284,497901.85
0.7284,0.732,0.7269,0.7312,316887.75
0.7312,0.7323,0.7287,0.7307,319084.35
0.7307,0.7365,0.7278,0.7356,613863.84
0.7356,0.7359,0.7309,0.7334,346560.95
0.7334,0.7349,0.7198,0.7237,1235781.41
0.7237,0.7287,0.7232,0.7278,445033.9
0.7278,0.734,0.7247,0.7331,641762.56
0.7331,0.7404,0.729,0.7389,1591943.63
0.7389,0.7555,0.7384,0.7541,3927935.13
0.7541,0.7542,0.7245,0.726,4322879.94
0.726,0.731,0.7121,0.7146,2108162.17
0.7146,0.7215,0.7139,0.7179,1205909.88
0.7179,0.723,0.7168,0.7169,527852.99
0.7169,0.7217,0.7153,0.7193,1330432.17
0.7193,0.7245,0.7176,0.7212,558154.27
0.7212,0.7231,0.718,0.7185,477042.16
0.7185,0.7196,0.714,0.7153,1075249.48
0.7153,0.7187,0.713,0.7177,850050.48
0.7177,0.7234,0.7165,0.7229,630255.36
0.7229,0.7273,0.7185,0.7259,1299622.77
0.7259,0.7277,0.721,0.7229,543938.4
0.7229,0.723,0.7153,0.7175,541543.47
0.7175,0.7224,0.7172,0.7202,352034.62
0.7202,0.7203,0.7155,0.7195,675398.23
0.7195,0.7211,0.7168,0.718,1056639.17
0.718,0.7185,0.711,0.714,784053.27
0.714,0.7162,0.7076,0.7113,767482.74
0.7113,0.7151,0.7077,0.7108,606276.58
0.7108,0.7114,0.7008,0.7053,769578.43
0.7053,0.7084,0.7014,0.7073,587837.34
0.7073,0.7135,0.706,0.708,937365.16
0.708,0.7103,0.7012,0.7098,1092042.24
0.7098,0.711,0.7035,0.7101,1045314.52
0.7101,0.7104,0.7024,0.7035,487081.48
0.7035,0.71,0.7006,0.7098,837177.0
0.7098,0.718,0.708,0.7135,738161.35
0.7135,0.7167,0.7106,0.7127,749079.16
0.7127,0.7149,0.7091,0.7107,333292.82
0.7107,0.7142,0.7092,0.7131,328267.5
0.7131,0.7165,0.7102,0.7109,1072675.79
0.7109,0.7111,0.705,0.7061,477483.96
0.7061,0.7079,0.7032,0.705,494041.86
0.705,0.7096,0.7043,0.7084,382680.91
0.7084,0.7116,0.7039,0.705,467657.04
0.705,0.7086,0.7037,0.7072,226956.76
0.7072,0.7107,0.7058,0.709,357040.15
0.709,0.712,0.7083,0.7115,175985.0
0.7115,0.712,0.709,0.7104,279319.27
0.7104,0.7123,0.709,0.7116,137726.02
0.7116,0.7153,0.7107,0.711,340568.92
0.711,0.7137,0.7098,0.7129,286206.04
0.7129,0.7163,0.7128,0.7128,408226.8
0.7128,0.716,0.7127,0.7143,318400.09
0.7143,0.7145,0.7103,0.7114,190683.85
0.7114,0.7115,0.7063,0.7094,536735.91
0.7094,0.7099,0.7053,0.7086,522337.16
0.7086,0.7086,0.7008,0.7011,978014.07
0.7011,0.7048,0.6999,0.7035,1168641.43
0.7035,0.7051,0.7013,0.7027,431349.83
0.7027,0.706,0.7024,0.7058,292845.84
0.7058,0.7075,0.7045,0.7069,411097.0
0.7069,0.7094,0.7059,0.7075,360450.15
0.7075,0.7085,0.7039,0.7039,154271.48
0.7039,0.7058,0.7016,0.7031,349728.21
0.7031,0.7055,0.7018,0.7023,274734.66
0.7023,0.7023,0.6971,0.7014,638065.14
0.7014,0.7069,0.701,0.703,486246.31
0.703,0.7084,0.7007,0.7075,647370.51
0.7075,0.7103,0.7057,0.71,667934.15
0.71,0.7129,0.7089,0.712,723456.48
0.712,0.7124,0.7095,0.7115,388918.08
0.7115,0.7126,0.7089,0.7119,412664.66
0.7119,0.7144,0.7105,0.7139,608612.48
0.7139,0.7153,0.7122,0.7127,446110.45
0.7127,0.714,0.7106,0.712,530261.47
0.712,0.7124,0.7097,0.7098,344207.23
0.7098,0.7119,0.7087,0.7102,505120.66
0.7102,0.716,0.71,0.7116,675935.92
0.7116,0.7137,0.7086,0.7094,607947.17
0.7094,0.7127,0.706,0.7121,1130465.88
0.7121,0.7132,0.7078,0.7078,718560.58
0.7078,0.7115,0.7073,0.7089,513394.36
0.7089,0.712,0.7063,0.7081,649486.55
0.7081,0.7098,0.7021,0.7044,1056739.9
0.7044,0.7044,0.694,0.6941,2324206.8
0.6941,0.7026,0.6917,0.6992,1437888.19
0.6992,0.7032,0.6991,0.7002,678410.49
0.7002,0.7042,0.698,0.7034,1281112.86
0.7034,0.7066,0.7019,0.7041,560345.4
0.7041,0.7106,0.7041,0.7105,593387.23
0.7105,0.7183,0.7082,0.7123,1170462.47
0.7123,0.7126,0.7061,0.7063,543358.99
0.7063,0.7103,0.7057,0.7084,412467.26
0.7084,0.7215,0.7084,0.7195,1804357.82
0.7195,0.7247,0.7195,0.7237,1914100.49
0.7237,0.7272,0.7218,0.7223,1120036.02
0.7223,0.7281,0.7222,0.7271,1441759.24
0.7271,0.7289,0.7214,0.7223,1327952.81
0.7223,0.7293,0.7223,0.7275,1347735.4
0.7275,0.7299,0.7266,0.7297,484002.0
0.7297,0.7347,0.7295,0.7334,1008969.58
0.7334,0.7345,0.7278,0.7316,1556056.85
0.7316,0.7332,0.7288,0.7309,698894.88
0.7309,0.7324,0.7248,0.7323,2823796.69
0.7323,0.742,0.7309,0.7311,3359301.69
0.7311,0.735,0.7291,0.7327,830797.73
0.7327,0.7352,0.7258,0.7283,1131803.16
0.7283,0.7389,0.7269,0.7356,945736.91
0.7356,0.7378,0.7304,0.737,456370.0
0.737,0.7416,0.7354,0.7362,1324175.65
0.7362,0.7451,0.7344,0.7353,1513272.98
0.7353,0.7404,0.7347,0.736,826430.66
0.736,0.7371,0.7293,0.7301,646084.06
0.7301,0.7324,0.7249,0.7319,773670.72
0.7319,0.7381,0.7292,0.7374,461938.86
0.7374,0.7375,0.7287,0.733,1068539.05
0.733,0.7351,0.7294,0.7304,549668.05
0.7304,0.7317,0.7214,0.723,867113.43
0.723,0.7267,0.7209,0.7257,580070.06
0.7257,0.7425,0.7249,0.7415,1615556.88
0.7415,0.7491,0.7347,0.7357,1840911.78
0.7357,0.7412,0.7338,0.7348,658099.45
0.7348,0.7497,0.7348,0.7479,1013254.4
0.7479,0.754,0.7437,0.7524,1811072.78
0.7524,0.763,0.7491,0.7587,1679270.03
0.7587,0.7629,0.7551,0.7571,1232963.92
0.7571,0.7642,0.7474,0.7494,3606702.35
0.7494,0.7614,0.7479,0.7535,1595913.52
0.7535,0.7633,0.7508,0.7605,1701657.74
0.7605,0.7662,0.7544,0.7564,1823596.61
0.7564,0.7603,0.7497,0.752,2069062.77
0.752,0.7571,0.7506,0.752,1185071.8
0.752,0.7544,0.7468,0.7492,770206.55
0.7492,0.7515,0.7448,0.7491,618506.69
0.7491,0.752,0.743,0.7459,1672580.03
0.7459,0.7519,0.7452,0.7457,499605.6
0.7457,0.7461,0.7407,0.7444,742820.64
0.7444,0.7461,0.7397,0.7447,519278.19
0.7447,0.7524,0.7415,0.7496,697058.42
0.7496,0.7548,0.7476,0.7536,504937.53
0.7536,0.754,0.7416,0.7422,1376419.93
0.7422,0.7442,0.7385,0.742,707809.13
0.742,0.7481,0.7409,0.7477,450899.71
0.7477,0.751,0.7434,0.7501,712130.48
0.7501,0.7541,0.7476,0.7531,690645.62
0.7531,0.77,0.7524,0.768,1371566.42
0.768,0.7744,0.7647,0.767,1542680.32
0.767,0.7725,0.7638,0.7657,1139342.35
0.7657,0.7731,0.7656,0.7708,1080424.24
0.7708,0.7733,0.7675,0.7688,866455.18
0.7688,0.7716,0.7641,0.7682,855439.42
0.7682,0.7688,0.7468,0.7477,1680072.62
0.7477,0.7539,0.7364,0.7414,2679409.85
0.7414,0.7457,0.7391,0.7404,1104077.78
0.7404,0.7434,0.7369,0.7383,1143703.67
0.7383,0.74,0.7274,0.7301,1427415.77
0.7301,0.7332,0.7239,0.7254,735266.7
0.7254,0.7313,0.7195,0.7274,1575726.19
0.7274,0.7346,0.7261,0.7319,677792.94
0.7319,0.7322,0.7215,0.7291,907968.69
0.7291,0.7291,0.7216,0.7248,469100.42
0.7248,0.7289,0.721,0.7288,834495.4
0.7288,0.7349,0.7262,0.7346,751187.21
0.7346,0.737,0.7313,0.7359,561339.22
0.7359,0.7432,0.735,0.741,1062340.64
0.741,0.7442,0.7376,0.7422,782124.8
